,Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Unnamed: 15,Unnamed: 16
3029,14/07/2004,23.00.00,"1,4",951.0,-200.0,"9,0",939.0,96.0,849.0,101.0,1488.0,868.0,"25,3","30,0","0,9508",,
2032,03/06/2004,10.00.00,-200,1138.0,-200.0,"15,1",1152.0,164.0,798.0,93.0,1877.0,1947.0,"27,3","34,3","1,2284",,
3386,29/07/2004,20.00.00,-200,1051.0,-200.0,"11,7",1039.0,107.0,720.0,118.0,1641.0,916.0,"29,7","28,1","1,1544",,
1931,30/05/2004,05.00.00,"0,1",781.0,-200.0,"3,1",661.0,25.0,1271.0,37.0,1299.0,568.0,"17,2","47,2","0,9178",,
2236,11/06/2004,22.00.00,"2,7",1072.0,-200.0,"15,0",1148.0,180.0,805.0,127.0,1683.0,1171.0,"25,3","24,6","0,7796",,
1289,03/05/2004,11.00.00,2,1060.0,-200.0,"10,9",1010.0,135.0,858.0,102.0,1623.0,1074.0,"23,9","30,7","0,9002",,
101,14/03/2004,23.00.00,"2,2",1349.0,79.0,"8,8",933.0,152.0,933.0,119.0,1617.0,1349.0,"14,7","55,9","0,9314",,
3172,20/07/2004,22.00.00,-200,1234.0,-200.0,"14,3",1126.0,104.0,644.0,104.0,1782.0,1252.0,"30,1","30,2","1,2711",,
3833,17/08/2004,11.00.00,-200,1022.0,-200.0,"7,8",890.0,-200.0,803.0,-200.0,1499.0,862.0,"35,3","23,1","1,2989",,
3229,23/07/2004,07.00.00,"2,9",1306.0,-200.0,"20,1",1299.0,199.0,519.0,95.0,2116.0,1602.0,"24,5","48,3","1,4593",,
473,30/03/2004,11.00.00,"3,9",1429.0,649.0,"18,4",1251.0,249.0,734.0,146.0,1754.0,1548.0,"18,3","26,6","0,5529",,
1422,09/05/2004,00.00.00,-200,1063.0,-200.0,"7,1",859.0,-200.0,952.0,-200.0,1519.0,949.0,"13,7","60,3","0,9405",,
3309,26/07/2004,15.00.00,-200,973.0,-200.0,"8,1",903.0,84.0,866.0,97.0,1563.0,698.0,"36,3","22,8","1,3564",,
3594,07/08/2004,12.00.00,"1,2",929.0,-200.0,"6,0",811.0,57.0,862.0,67.0,1541.0,642.0,"35,5","29,8","1,7004",,
3094,17/07/2004,16.00.00,"1,4",1012.0,-200.0,"7,2",868.0,70.0,884.0,87.0,1435.0,700.0,"41,1","13,1","1,0124",,
2950,11/07/2004,16.00.00,"0,6",844.0,-200.0,"4,7",751.0,46.0,1064.0,63.0,1327.0,462.0,"33,0","17,7","0,8758",,
2803,05/07/2004,13.00.00,"2,1",1066.0,-200.0,"11,7",1041.0,165.0,783.0,137.0,1641.0,1036.0,"37,4","17,3","1,0914",,
1556,14/05/2004,14.00.00,"2,1",1048.0,-200.0,"12,5",1068.0,147.0,869.0,110.0,1573.0,993.0,"27,1","21,6","0,7618",,
1736,22/05/2004,02.00.00,"1,5",1123.0,-200.0,"9,7",966.0,91.0,770.0,93.0,1594.0,1183.0,"17,6","47,6","0,9465",,
1393,07/05/2004,19.00.00,"2,2",1016.0,-200.0,"10,5",995.0,117.0,857.0,96.0,1642.0,854.0,"13,9","62,7","0,9905",,
3507,03/08/2004,21.00.00,-200,1122.0,-200.0,"9,5",959.0,102.0,685.0,92.0,1798.0,914.0,"28,8","48,9","1,9105",,
1063,24/04/2004,01.00.00,"2,6",1349.0,251.0,"13,4",1097.0,148.0,707.0,100.0,1763.0,1442.0,"16,1","57,4","1,0451",,
3856,18/08/2004,10.00.00,-200,995.0,-200.0,"5,7",800.0,-200.0,896.0,-200.0,1501.0,615.0,"34,6","28,3","1,5338",,
3356,28/07/2004,14.00.00,-200,892.0,-200.0,"7,8",889.0,87.0,909.0,92.0,1383.0,597.0,"33,9","16,2","0,8454",,
1590,16/05/2004,00.00.00,"2,3",1132.0,-200.0,"10,5",996.0,102.0,822.0,95.0,1564.0,1205.0,"18,1","40,9","0,8441",,
386,26/03/2004,20.00.00,"2,6",1140.0,261.0,"10,6",1000.0,120.0,916.0,93.0,1490.0,962.0,"10,0","51,1","0,6280",,
3668,10/08/2004,14.00.00,1,950.0,-200.0,"5,4",783.0,52.0,914.0,62.0,1443.0,525.0,"38,0","24,0","1,5686",,
56,13/03/2004,02.00.00,"1,6",1184.0,43.0,"5,4",782.0,83.0,1176.0,82.0,1365.0,1043.0,"8,8","63,9","0,7256",,
855,15/04/2004,09.00.00,"3,9",1489.0,536.0,"19,1",1270.0,309.0,633.0,114.0,1889.0,1638.0,"13,5","53,4","0,8196",,
3513,04/08/2004,03.00.00,-200,889.0,-200.0,"4,0",710.0,-200.0,889.0,-200.0,1566.0,713.0,"25,9","55,1","1,8117",,
3307,26/07/2004,13.00.00,-200,964.0,-200.0,"8,6",923.0,87.0,834.0,92.0,1590.0,782.0,"35,4","24,8","1,4017",,
3023,14/07/2004,17.00.00,"3,2",1052.0,-200.0,"18,4",1252.0,237.0,739.0,153.0,1729.0,1107.0,"36,0","13,3","0,7773",,
852,15/04/2004,06.00.00,-200,1105.0,-200.0,"7,9",897.0,-200.0,906.0,-200.0,1510.0,1050.0,"9,1","67,4","0,7814",,
3143,19/07/2004,17.00.00,-200,1234.0,-200.0,"16,8",1205.0,142.0,658.0,149.0,1781.0,1160.0,"39,6","17,0","1,2064",,
226,20/03/2004,04.00.00,-200,945.0,-200.0,"2,9",646.0,44.0,1308.0,55.0,1332.0,505.0,"13,8","54,6","0,8574",,
3998,24/08/2004,08.00.00,"2,3",1049.0,-200.0,"14,5",1133.0,216.0,630.0,118.0,1662.0,1208.0,"22,4","41,1","1,0979",,
3246,24/07/2004,00.00.00,"2,4",1195.0,-200.0,"15,2",1156.0,153.0,621.0,99.0,1897.0,1346.0,"27,8","39,9","1,4682",,
1357,06/05/2004,07.00.00,"2,9",1204.0,-200.0,"16,8",1205.0,193.0,729.0,101.0,1984.0,1139.0,"14,7","58,5","0,9688",,
3313,26/07/2004,19.00.00,-200,1082.0,-200.0,"14,5",1134.0,130.0,709.0,131.0,1763.0,1089.0,"32,5","27,9","1,3373",,
1517,12/05/2004,23.00.00,"1,3",987.0,-200.0,"5,7",800.0,86.0,989.0,88.0,1462.0,658.0,"15,5","57,1","0,9960",,
1341,05/05/2004,15.00.00,"3,5",1242.0,-200.0,"16,4",1193.0,221.0,684.0,125.0,1945.0,1175.0,"17,5","60,8","1,2029",,
1004,21/04/2004,14.00.00,-200,1055.0,-200.0,"9,6",964.0,-200.0,953.0,-200.0,1513.0,770.0,"26,3","24,8","0,8393",,
557,02/04/2004,23.00.00,"2,3",1408.0,294.0,"12,1",1052.0,149.0,761.0,124.0,1684.0,1443.0,"16,8","53,2","1,0100",,
509,31/03/2004,23.00.00,"1,2",1029.0,84.0,"4,8",754.0,57.0,1098.0,79.0,1395.0,749.0,"12,0","58,4","0,8164",,
1650,18/05/2004,12.00.00,"2,7",1244.0,-200.0,"15,4",1162.0,162.0,765.0,123.0,1735.0,1189.0,"30,0","20,0","0,8338",,
2160,08/06/2004,18.00.00,"3,9",1268.0,-200.0,"23,6",1393.0,202.0,650.0,161.0,2144.0,1334.0,"32,5","26,0","1,2502",,
3342,28/07/2004,00.00.00,-200,902.0,-200.0,"8,7",929.0,90.0,835.0,101.0,1482.0,824.0,"24,5","28,0","0,8489",,
1529,13/05/2004,11.00.00,"1,6",1020.0,-200.0,"7,2",866.0,139.0,907.0,90.0,1554.0,799.0,"17,6","49,7","0,9944",,
2954,11/07/2004,20.00.00,"1,6",1011.0,-200.0,"9,7",967.0,111.0,818.0,116.0,1565.0,748.0,"25,3","30,9","0,9815",,
937,18/04/2004,19.00.00,-200,1342.0,-200.0,"13,5",1102.0,-200.0,744.0,-200.0,1824.0,1156.0,"17,0","55,1","1,0621",,
1235,01/05/2004,05.00.00,"0,6",858.0,-200.0,"2,6",624.0,24.0,1205.0,32.0,1434.0,543.0,"16,7","67,1","1,2619",,
629,05/04/2004,23.00.00,"1,6",1137.0,177.0,"7,3",869.0,90.0,890.0,92.0,1554.0,951.0,"17,0","53,9","1,0363",,
3704,12/08/2004,02.00.00,"0,9",933.0,-200.0,"3,8",701.0,57.0,906.0,62.0,1638.0,690.0,"25,9","64,5","2,1247",,
2222,11/06/2004,08.00.00,"4,8",1355.0,-200.0,"28,9",1526.0,333.0,567.0,134.0,2397.0,1658.0,"22,8","42,7","1,1667",,
3860,18/08/2004,14.00.00,-200,987.0,-200.0,"5,4",782.0,-200.0,875.0,-200.0,1514.0,593.0,"34,9","29,5","1,6275",,
1582,15/05/2004,16.00.00,"1,4",985.0,-200.0,"8,1",903.0,90.0,1059.0,86.0,1437.0,712.0,"27,4","20,5","0,7379",,
670,07/04/2004,16.00.00,"1,2",1045.0,120.0,"5,9",808.0,65.0,1038.0,69.0,1421.0,589.0,"16,4","47,7","0,8819",,
1626,17/05/2004,12.00.00,"1,9",1029.0,-200.0,"10,1",983.0,129.0,950.0,97.0,1470.0,879.0,"25,1","20,8","0,6516",,
3753,14/08/2004,03.00.00,"0,4",802.0,-200.0,"1,7",559.0,-200.0,1232.0,-200.0,1414.0,478.0,"25,0","56,0","1,7428",,
1388,07/05/2004,14.00.00,"1,8",890.0,-200.0,"9,3",950.0,114.0,940.0,101.0,1460.0,655.0,"19,8","29,7","0,6780",,
2240,12/06/2004,02.00.00,"0,6",839.0,-200.0,"4,3",725.0,36.0,1052.0,52.0,1368.0,668.0,"24,1","32,0","0,9467",,
1433,09/05/2004,11.00.00,-200,1025.0,-200.0,"4,9",761.0,-200.0,1008.0,-200.0,1476.0,700.0,"18,8","46,4","0,9968",,
37,12/03/2004,07.00.00,"1,4",1091.0,33.0,"4,4",730.0,109.0,1387.0,104.0,1361.0,748.0,"6,4","65,1","0,6316",,
2029,03/06/2004,07.00.00,-200,1221.0,-200.0,"19,9",1293.0,248.0,688.0,74.0,2144.0,1316.0,"19,0","61,7","1,3393",,
1734,22/05/2004,00.00.00,"3,7",1424.0,-200.0,"18,0",1240.0,194.0,662.0,126.0,1841.0,1427.0,"19,1","41,9","0,9158",,
2876,08/07/2004,14.00.00,"1,4",1126.0,-200.0,"10,7",1004.0,98.0,788.0,108.0,1609.0,926.0,"41,1","15,7","1,2071",,
3283,25/07/2004,13.00.00,"0,8",901.0,-200.0,"2,9",646.0,37.0,1105.0,50.0,1446.0,488.0,"29,1","40,8","1,6203",,
1706,20/05/2004,20.00.00,"4,5",1379.0,-200.0,"20,6",1312.0,267.0,683.0,179.0,1870.0,1382.0,"24,1","29,9","0,8879",,
2030,03/06/2004,08.00.00,-200,1215.0,-200.0,"20,2",1303.0,220.0,694.0,97.0,2180.0,1358.0,"20,0","57,4","1,3268",,
1274,02/05/2004,20.00.00,"2,6",1292.0,-200.0,"10,7",1003.0,170.0,789.0,108.0,1753.0,1163.0,"19,9","54,9","1,2632",,
1934,30/05/2004,08.00.00,"0,3",803.0,-200.0,"2,7",635.0,60.0,1417.0,67.0,1272.0,537.0,"20,2","37,8","0,8837",,
3632,09/08/2004,02.00.00,"0,8",901.0,-200.0,"4,4",733.0,27.0,888.0,39.0,1605.0,755.0,"24,9","63,5","1,9647",,
1513,12/05/2004,19.00.00,"3,4",1192.0,-200.0,"14,8",1143.0,166.0,740.0,123.0,1767.0,1108.0,"17,6","43,7","0,8698",,
98,14/03/2004,20.00.00,"5,9",1898.0,341.0,"23,1",1381.0,325.0,681.0,173.0,2103.0,1905.0,"17,6","46,1","0,9210",,
3462,02/08/2004,00.00.00,"1,9",1142.0,-200.0,"9,1",945.0,65.0,672.0,68.0,1775.0,799.0,"27,3","57,1","2,0426",,
890,16/04/2004,20.00.00,6,1535.0,706.0,"19,9",1295.0,307.0,627.0,140.0,2039.0,1380.0,"13,8","78,0","1,2229",,
344,25/03/2004,02.00.00,"0,7",902.0,38.0,"1,8",568.0,38.0,1450.0,54.0,1253.0,479.0,"9,1","68,1","0,7890",,
314,23/03/2004,20.00.00,"3,3",1309.0,220.0,"14,3",1126.0,166.0,812.0,128.0,1722.0,1205.0,"11,5","58,2","0,7867",,
3724,12/08/2004,22.00.00,"1,2",989.0,-200.0,"6,0",814.0,53.0,845.0,65.0,1657.0,680.0,"28,6","53,7","2,0691",,
3859,18/08/2004,13.00.00,-200,1003.0,-200.0,"5,5",787.0,-200.0,850.0,-200.0,1518.0,636.0,"34,6","30,1","1,6296",,
3651,09/08/2004,21.00.00,"1,6",1109.0,-200.0,"9,7",965.0,59.0,696.0,74.0,1742.0,1100.0,"28,8","45,9","1,7884",,
3709,12/08/2004,07.00.00,"1,7",1139.0,-200.0,"11,0",1013.0,87.0,672.0,60.0,1932.0,1034.0,"26,4","61,7","2,0929",,
1354,06/05/2004,04.00.00,-200,758.0,-200.0,"1,2",517.0,15.0,1625.0,22.0,1294.0,351.0,"13,1","67,1","1,0079",,
1040,23/04/2004,02.00.00,-200,866.0,-200.0,"3,4",675.0,-200.0,1155.0,-200.0,1337.0,841.0,"16,7","46,5","0,8755",,
124,15/03/2004,22.00.00,"3,2",1439.0,224.0,"15,3",1159.0,193.0,764.0,125.0,1856.0,1494.0,"15,7","60,2","1,0654",,
356,25/03/2004,14.00.00,"1,9",1038.0,168.0,"8,2",907.0,106.0,976.0,81.0,1492.0,723.0,"14,2","46,3","0,7438",,
3665,10/08/2004,11.00.00,"2,2",1161.0,-200.0,"12,7",1074.0,128.0,646.0,95.0,1777.0,1206.0,"36,5","28,9","1,7359",,
3382,29/07/2004,16.00.00,-200,1050.0,-200.0,"11,7",1039.0,108.0,756.0,129.0,1558.0,734.0,"38,5","16,5","1,1037",,
1857,27/05/2004,03.00.00,-200,811.0,-200.0,"2,3",606.0,-200.0,1417.0,-200.0,1248.0,656.0,"19,0","38,9","0,8468",,
1296,03/05/2004,18.00.00,"4,2",1467.0,-200.0,"23,3",1385.0,192.0,623.0,130.0,2084.0,1493.0,"24,9","39,4","1,2268",,
542,02/04/2004,08.00.00,"3,9",1474.0,486.0,"20,3",1306.0,190.0,634.0,114.0,2060.0,1365.0,"12,6","70,2","1,0221",,
656,07/04/2004,02.00.00,"0,4",830.0,30.0,"1,4",538.0,21.0,1475.0,30.0,1214.0,392.0,"15,6","44,4","0,7827",,
192,18/03/2004,18.00.00,"3,7",1513.0,-200.0,"21,5",1338.0,214.0,764.0,156.0,1957.0,1397.0,"23,0","26,8","0,7446",,
177,18/03/2004,03.00.00,"0,7",970.0,42.0,"3,6",687.0,-200.0,1196.0,-200.0,1351.0,969.0,"13,9","53,9","0,8501",,
1985,01/06/2004,11.00.00,"1,6",1173.0,-200.0,"12,4",1063.0,201.0,814.0,86.0,1905.0,1218.0,"20,4","63,1","1,4969",,
1829,25/05/2004,23.00.00,-200,-200.0,-200.0,"-200,0",-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200,-200,-200,,
3839,17/08/2004,17.00.00,-200,973.0,-200.0,"5,0",764.0,-200.0,914.0,-200.0,1373.0,619.0,"38,1","19,7","1,2928",,
3435,31/07/2004,21.00.00,"2,2",1128.0,-200.0,"13,0",1082.0,95.0,675.0,105.0,1817.0,1066.0,"30,1","37,7","1,5799",,
444,29/03/2004,06.00.00,"0,9",946.0,40.0,"2,9",643.0,76.0,1309.0,75.0,1232.0,760.0,"9,9","50,7","0,6167",,
2277,13/06/2004,15.00.00,"0,6",821.0,-200.0,"2,4",614.0,45.0,1309.0,49.0,1350.0,430.0,"22,4","39,0","1,0400",,
2679,30/06/2004,09.00.00,"2,9",1265.0,-200.0,"17,0",1209.0,290.0,638.0,157.0,2015.0,1812.0,"30,8","37,1","1,6169",,
2104,06/06/2004,10.00.00,"0,9",806.0,-200.0,"3,4",675.0,61.0,1270.0,61.0,1414.0,528.0,"23,1","39,4","1,0983",,
223,20/03/2004,01.00.00,"1,6",1090.0,-200.0,"5,2",773.0,86.0,1105.0,83.0,1429.0,761.0,"13,9","55,9","0,8842",,
2437,20/06/2004,07.00.00,"0,8",-200.0,-200.0,"-200,0",-200.0,44.0,-200.0,55.0,-200.0,-200.0,-200,-200,-200,,
2395,18/06/2004,13.00.00,2,1054.0,-200.0,"12,6",1069.0,112.0,785.0,106.0,1766.0,817.0,"36,1","22,7","1,3324",,
3348,28/07/2004,06.00.00,-200,851.0,-200.0,"6,3",827.0,76.0,875.0,83.0,1449.0,912.0,"20,2","42,5","0,9949",,
3604,07/08/2004,22.00.00,"1,9",1030.0,-200.0,"10,3",988.0,84.0,686.0,95.0,1751.0,829.0,"27,3","49,4","1,7602",,
2916,10/07/2004,06.00.00,"0,5",872.0,-200.0,"4,3",725.0,53.0,976.0,56.0,1471.0,668.0,"21,1","53,2","1,3181",,
512,01/04/2004,02.00.00,"1,1",1034.0,71.0,"4,1",716.0,50.0,1085.0,55.0,1405.0,891.0,"10,7","67,2","0,8630",,
2000,02/06/2004,02.00.00,-200,887.0,-200.0,"4,9",758.0,43.0,1094.0,38.0,1622.0,804.0,"19,1","69,0","1,5043",,
3579,06/08/2004,21.00.00,"1,7",1019.0,-200.0,"9,8",971.0,103.0,692.0,94.0,1760.0,1057.0,"25,5","58,0","1,8611",,
2385,18/06/2004,03.00.00,"0,4",762.0,-200.0,"2,5",618.0,-200.0,1214.0,-200.0,1431.0,516.0,"22,2","50,7","1,3405",,
278,22/03/2004,08.00.00,"3,6",1514.0,-200.0,"17,7",1230.0,226.0,732.0,116.0,1996.0,1252.0,"15,8","53,7","0,9571",,
2195,10/06/2004,05.00.00,"0,9",872.0,-200.0,"5,4",782.0,75.0,1001.0,76.0,1607.0,874.0,"19,5","59,4","1,3328",,
3476,02/08/2004,14.00.00,"1,2",1002.0,-200.0,"8,7",928.0,73.0,798.0,95.0,1636.0,629.0,"36,1","26,4","1,5505",,
3232,23/07/2004,10.00.00,"2,4",1250.0,-200.0,"15,5",1166.0,186.0,626.0,133.0,1925.0,1435.0,"34,2","28,5","1,5071",,
1051,23/04/2004,13.00.00,3,1326.0,468.0,"18,9",1265.0,160.0,757.0,136.0,1835.0,1246.0,"29,2","21,5","0,8573",,
569,03/04/2004,11.00.00,-200,1410.0,-200.0,"11,4",1030.0,-200.0,781.0,-200.0,1743.0,1372.0,"20,7","41,7","1,0092",,
1663,19/05/2004,01.00.00,"0,7",940.0,-200.0,"4,2",724.0,44.0,1012.0,68.0,1407.0,867.0,"19,2","43,6","0,9591",,
442,29/03/2004,04.00.00,"0,6",864.0,21.0,"1,2",516.0,39.0,1496.0,59.0,1153.0,502.0,"11,3","46,9","0,6280",,
3960,22/08/2004,18.00.00,-200,879.0,-200.0,"5,3",779.0,-200.0,999.0,-200.0,1347.0,535.0,"34,6","20,0","1,0817",,
1873,27/05/2004,19.00.00,-200,1236.0,-200.0,"20,3",1304.0,-200.0,822.0,-200.0,1868.0,1237.0,"25,8","26,7","0,8758",,
456,29/03/2004,18.00.00,"2,5",1173.0,299.0,"10,2",985.0,126.0,905.0,114.0,1477.0,802.0,"16,1","31,3","0,5680",,
610,05/04/2004,04.00.00,-200,884.0,-200.0,"0,9",489.0,-200.0,1536.0,-200.0,1278.0,436.0,"16,0","54,0","0,9742",,
1763,23/05/2004,05.00.00,"0,3",864.0,-200.0,"2,1",591.0,27.0,1247.0,37.0,1374.0,507.0,"17,7","56,0","1,1215",,
2343,16/06/2004,09.00.00,"3,3",1180.0,-200.0,"14,9",1145.0,221.0,713.0,128.0,1929.0,1191.0,"24,1","46,5","1,3802",,
2690,30/06/2004,20.00.00,"3,5",1217.0,-200.0,"17,6",1227.0,224.0,641.0,158.0,2040.0,1404.0,"31,9","33,7","1,5663",,
345,25/03/2004,03.00.00,"0,7",921.0,35.0,"1,4",538.0,-200.0,1564.0,-200.0,1224.0,417.0,"9,5","68,2","0,8091",,
3362,28/07/2004,20.00.00,-200,1086.0,-200.0,"13,6",1105.0,144.0,710.0,131.0,1682.0,1109.0,"29,6","26,1","1,0682",,
2148,08/06/2004,06.00.00,"1,4",946.0,-200.0,"8,8",931.0,126.0,917.0,69.0,1745.0,884.0,"18,2","62,3","1,2903",,
989,20/04/2004,23.00.00,-200,1089.0,-200.0,"9,0",940.0,-200.0,866.0,-200.0,1589.0,1001.0,"14,2","59,1","0,9520",,
1302,04/05/2004,00.00.00,"1,3",1065.0,-200.0,"5,5",789.0,79.0,936.0,81.0,1620.0,929.0,"18,4","65,8","1,3802",,
1940,30/05/2004,14.00.00,"0,1",783.0,-200.0,"2,8",637.0,41.0,1498.0,46.0,1215.0,439.0,"29,8","18,4","0,7595",,
3214,22/07/2004,16.00.00,"2,3",1186.0,-200.0,"15,1",1151.0,166.0,680.0,157.0,1686.0,1235.0,"44,6","12,6","1,1684",,
1679,19/05/2004,17.00.00,"3,4",1358.0,-200.0,"19,3",1278.0,176.0,689.0,149.0,1899.0,1192.0,"28,8","26,3","1,0271",,
430,28/03/2004,16.00.00,"1,3",987.0,116.0,"4,3",727.0,73.0,1213.0,70.0,1244.0,502.0,"18,2","28,3","0,5848",,
1551,14/05/2004,09.00.00,"3,3",1148.0,-200.0,"13,6",1104.0,258.0,723.0,138.0,1713.0,1301.0,"21,0","37,9","0,9313",,
3389,29/07/2004,23.00.00,-200,1111.0,-200.0,"11,9",1046.0,98.0,651.0,105.0,1754.0,1106.0,"26,3","45,6","1,5349",,
3757,14/08/2004,07.00.00,"1,1",967.0,-200.0,"6,3",826.0,68.0,821.0,61.0,1639.0,822.0,"24,0","57,2","1,6835",,
2384,18/06/2004,02.00.00,"0,5",791.0,-200.0,"3,1",658.0,30.0,1140.0,43.0,1467.0,609.0,"24,0","45,8","1,3467",,
3294,26/07/2004,00.00.00,"1,5",1007.0,-200.0,"5,9",809.0,81.0,876.0,93.0,1611.0,770.0,"26,6","47,2","1,6160",,
1834,26/05/2004,04.00.00,-200,-200.0,-200.0,"-200,0",-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200,-200,-200,,
856,15/04/2004,10.00.00,"3,8",1451.0,481.0,"17,3",1219.0,327.0,661.0,127.0,1804.0,1633.0,"15,0","49,3","0,8364",,
1351,06/05/2004,01.00.00,"0,9",835.0,-200.0,"3,4",674.0,46.0,1201.0,58.0,1416.0,488.0,"12,0","75,0","1,0499",,
3423,31/07/2004,09.00.00,"2,8",1210.0,-200.0,"12,5",1067.0,151.0,642.0,125.0,1879.0,1158.0,"27,3","47,1","1,6807",,
1902,29/05/2004,00.00.00,"1,8",1044.0,-200.0,"9,2",946.0,138.0,1009.0,119.0,1594.0,886.0,"19,3","46,3","1,0279",,
1455,10/05/2004,09.00.00,"4,4",1378.0,-200.0,"20,2",1303.0,257.0,633.0,117.0,2051.0,1494.0,"17,8","51,1","1,0362",,
3287,25/07/2004,17.00.00,"0,8",911.0,-200.0,"3,0",654.0,38.0,1102.0,51.0,1466.0,477.0,"30,0","41,3","1,7259",,
2298,14/06/2004,12.00.00,"1,2",915.0,-200.0,"5,3",776.0,86.0,1029.0,72.0,1544.0,616.0,"25,5","38,3","1,2328",,
555,02/04/2004,21.00.00,3,1374.0,415.0,"14,1",1121.0,180.0,771.0,146.0,1685.0,1399.0,"18,5","43,0","0,9074",,
2952,11/07/2004,18.00.00,"0,7",877.0,-200.0,"4,5",736.0,49.0,1077.0,65.0,1347.0,463.0,"29,6","24,1","0,9831",,
3139,19/07/2004,13.00.00,-200,1102.0,-200.0,"10,8",1007.0,120.0,777.0,131.0,1534.0,880.0,"39,2","16,4","1,1439",,
2066,04/06/2004,20.00.00,"2,9",1057.0,-200.0,"13,1",1087.0,-200.0,871.0,-200.0,1769.0,981.0,"24,4","35,2","1,0632",,
38,12/03/2004,08.00.00,"4,4",1587.0,202.0,"17,9",1236.0,307.0,897.0,141.0,1900.0,1400.0,"7,3","63,1","0,6499",,
3937,21/08/2004,19.00.00,-200,965.0,-200.0,"8,9",936.0,-200.0,808.0,-200.0,1535.0,866.0,"25,4","36,2","1,1562",,
3959,22/08/2004,17.00.00,-200,752.0,-200.0,"4,0",713.0,-200.0,1163.0,-200.0,1144.0,435.0,"37,3","10,9","0,6846",,
1398,08/05/2004,00.00.00,"1,5",984.0,-200.0,"6,4",829.0,99.0,1003.0,85.0,1516.0,787.0,"13,3","61,8","0,9433",,
51,12/03/2004,21.00.00,"4,4",1598.0,333.0,"20,1",1299.0,274.0,752.0,149.0,1941.0,1627.0,"12,1","53,3","0,7536",,
2557,25/06/2004,07.00.00,"2,6",1138.0,-200.0,"14,8",1141.0,199.0,671.0,104.0,1927.0,1197.0,"21,5","51,8","1,3129",,
2445,20/06/2004,15.00.00,"0,8",-200.0,-200.0,"-200,0",-200.0,37.0,-200.0,54.0,-200.0,-200.0,-200,-200,-200,,
3066,16/07/2004,12.00.00,"2,1",1014.0,-200.0,"10,9",1012.0,156.0,795.0,125.0,1548.0,851.0,"34,4","19,9","1,0647",,
1928,30/05/2004,02.00.00,"0,6",869.0,-200.0,"6,5",835.0,61.0,1078.0,76.0,1437.0,807.0,"19,2","42,0","0,9248",,
131,16/03/2004,05.00.00,"0,6",937.0,17.0,"2,0",585.0,38.0,1412.0,52.0,1348.0,793.0,"12,8","63,2","0,9283",,
1717,21/05/2004,07.00.00,"4,2",1517.0,-200.0,"26,2",1460.0,296.0,551.0,113.0,2205.0,1677.0,"16,4","51,3","0,9474",,
3916,20/08/2004,22.00.00,-200,1013.0,-200.0,"8,3",913.0,-200.0,717.0,-200.0,1685.0,785.0,"27,5","50,4","1,8230",,
439,29/03/2004,01.00.00,"0,6",818.0,27.0,"1,3",524.0,21.0,1588.0,31.0,1071.0,341.0,"10,7","45,8","0,5895",,
3630,09/08/2004,00.00.00,"1,2",1001.0,-200.0,"6,5",836.0,49.0,771.0,57.0,1662.0,821.0,"25,8","60,4","1,9759",,
1673,19/05/2004,11.00.00,"2,1",1156.0,-200.0,"11,5",1034.0,154.0,813.0,122.0,1640.0,1123.0,"27,7","26,3","0,9652",,
2628,28/06/2004,06.00.00,"0,7",901.0,-200.0,"5,0",763.0,47.0,984.0,54.0,1552.0,717.0,"23,7","47,1","1,3602",,
3477,02/08/2004,15.00.00,"1,4",1007.0,-200.0,"9,4",956.0,73.0,763.0,105.0,1654.0,666.0,"37,9","23,8","1,5392",,
1842,26/05/2004,12.00.00,"1,6",1099.0,-200.0,"12,3",1059.0,146.0,1156.0,115.0,1416.0,1114.0,"29,6","19,4","0,7897",,
2335,16/06/2004,01.00.00,"1,4",986.0,-200.0,"6,9",853.0,61.0,865.0,81.0,1645.0,794.0,"20,9","59,8","1,4659",,
2780,04/07/2004,14.00.00,"0,4",809.0,-200.0,"3,2",664.0,28.0,1185.0,40.0,1270.0,427.0,"38,5","14,8","0,9942",,
565,03/04/2004,07.00.00,2,1272.0,200.0,"9,5",959.0,159.0,846.0,91.0,1660.0,1136.0,"13,3","61,7","0,9399",,
28,11/03/2004,22.00.00,"1,5",965.0,61.0,"4,7",749.0,94.0,1325.0,85.0,1333.0,821.0,"8,2","63,4","0,6905",,
976,20/04/2004,10.00.00,-200,1348.0,-200.0,"17,1",1214.0,-200.0,678.0,-200.0,1874.0,1509.0,"16,0","56,3","1,0185",,
3567,06/08/2004,09.00.00,"2,9",1229.0,-200.0,"16,3",1188.0,237.0,557.0,97.0,2033.0,1412.0,"24,5","66,2","2,0011",,
339,24/03/2004,21.00.00,"2,6",1179.0,214.0,"9,4",955.0,169.0,928.0,125.0,1571.0,899.0,"10,3","66,3","0,8336",,
858,15/04/2004,12.00.00,"3,9",1392.0,597.0,"17,0",1210.0,257.0,689.0,135.0,1792.0,1559.0,"18,4","36,9","0,7758",,
2748,03/07/2004,06.00.00,"0,7",914.0,-200.0,"5,9",809.0,69.0,912.0,69.0,1530.0,807.0,"20,5","49,3","1,1760",,
